market,mid,spread,inventory,pnl,fill_count,notional,max_drawdown
inflation_gt_20,0.4749592754699279,0.0804268297073585,53.345101811319644,212.14716839195555,408,1047.637329216906,0.4853644921231606
team_x_wins,0.5027761920685648,0.14496781498534625,-7.046927318784702,178.9876515037948,396,1191.6336156858058,0.021099677144619022
election_candidate_a,0.5135819550178456,0.07886139999135841,-4.822927541392753,174.3129947127347,385,1203.29974573782,0.009405240686035654
